Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration,Utterance_Length
278,"Actually, that can't happen.",The Casting Director,neutral,neutral,26,8,5,18,1900-01-01 00:10:18.743,1900-01-01 00:10:20.243,1.5,4
279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,neutral,26,9,5,18,1900-01-01 00:10:20.411,1900-01-01 00:10:25.665,5.254,17
280,So it'll be either you two  or you two.,The Casting Director,neutral,neutral,26,10,5,18,1900-01-01 00:10:25.833,1900-01-01 00:10:28.585,2.752,9
281,"Man, this is gonna be kinda weird.",Joey,sadness,negative,26,11,5,18,1900-01-01 00:10:29.920,1900-01-01 00:10:35.508,5.588,7
283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,neutral,26,13,5,18,1900-01-01 00:10:40.514,1900-01-01 00:10:44.142,3.628,13
284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,sadness,negative,27,0,5,24,1900-01-01 00:20:18.592,1900-01-01 00:20:24.805,6.213,19
285,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",Chandler,joy,positive,27,1,5,24,1900-01-01 00:21:04.763,1900-01-01 00:21:11.060,6.297,16
289,"And its all because of you, wonderful, amazing you.",Ross,joy,positive,28,3,4,15,1900-01-01 00:19:27.916,1900-01-01 00:19:29.917,2.001,9
290,I think youve got concussion.,Emily,fear,negative,28,4,4,15,1900-01-01 00:19:30.085,1900-01-01 00:19:34.839,4.754,5
291,"No, no, Im serious. Thank you.",Ross,joy,positive,28,5,4,15,1900-01-01 00:19:35.007,1900-01-01 00:19:37.592,2.585,6
292,Youre welcome.  Im sorry. Did I hurt you?,Emily,fear,negative,28,6,4,15,1900-01-01 00:19:38.802,1900-01-01 00:19:46.142,7.34,8
293,"Its worth the pain.  Yknow what, you know what? Its not.",Ross,sadness,negative,28,7,4,15,1900-01-01 00:19:47.728,1900-01-01 00:19:50.021,2.293,11
294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,positive,29,0,9,23,1900-01-01 00:08:23.586,1900-01-01 00:08:31.426,7.84,16
295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,1900-01-01 00:08:26.839,1900-01-01 00:08:31.426,4.587,10
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,neutral,29,2,9,23,1900-01-01 00:08:40.228,1900-01-01 00:08:43.188,2.96,19
297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,1900-01-01 00:08:44.083,1900-01-01 00:08:45.668,1.585,7
300,"Chandler, we have talked about this.",Monica,anger,negative,29,6,9,23,1900-01-01 00:08:54.575,1900-01-01 00:08:56.952,2.377,6
301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,1900-01-01 00:08:57.119,1900-01-01 00:08:59.871,2.752,8
302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,negative,29,8,9,23,1900-01-01 00:09:01.541,1900-01-01 00:09:04.209,2.668,11
304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,negative,29,10,9,23,1900-01-01 00:09:09.924,1900-01-01 00:09:16.555,6.631,17
305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,negative,29,11,9,23,1900-01-01 00:09:16.722,1900-01-01 00:09:26.356,9.634,25
307,"Oh, that's not what you want...",Ross,neutral,neutral,29,13,9,23,1900-01-01 00:30:29.953,1900-01-01 00:30:38.126,8.173,6
308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,1900-01-01 00:04:19.342,1900-01-01 00:04:23.262,3.92,11
309,It-its great to meet you Paul.,Ross,joy,positive,30,1,6,21,1900-01-01 00:04:23.429,1900-01-01 00:04:25.847,2.418,6
310,I usually prefer Elizabeths boyfriends to address me as Mr. Stevens.,Paul,neutral,neutral,30,2,6,21,1900-01-01 00:04:26.015,1900-01-01 00:04:29.476,3.461,11
311,"Of course, of course, Mr. Stevens.",Ross,neutral,neutral,30,3,6,21,1900-01-01 00:04:30.812,1900-01-01 00:04:33.021,2.209,6
312,"So Ross, what your problem?",Paul,anger,negative,30,4,6,21,1900-01-01 00:04:33.189,1900-01-01 00:04:37.901,4.712,5
314,Why cant you get a girlfriend your own age?,Paul,anger,negative,30,6,6,21,1900-01-01 00:04:41.281,1900-01-01 00:04:43.282,2.001,9
315,Thats funny. Umm.  Its not funny.,Ross,fear,negative,30,7,6,21,1900-01-01 00:04:43.992,1900-01-01 00:04:52.374,8.382,7
318,"I can, I can see that.",Ross,neutral,neutral,30,10,6,21,1900-01-01 00:04:52.844,1900-01-01 00:04:55.338,2.494,6
319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,negative,30,11,6,21,1900-01-01 00:04:55.461,1900-01-01 00:05:00.799,5.338,18
322,Okay. Ill give you one chance to change my mind.  You got one minute.,Paul,anger,negative,30,14,6,21,1900-01-01 00:05:03.594,1900-01-01 00:05:09.057,5.463,14
324,"Oh well, its not on TV yet.",Joey,neutral,neutral,31,0,6,22,1900-01-01 00:04:32.563,1900-01-01 00:04:35.774,3.211,7
325,"Well, then its not on the wall yet.",The Dry Cleaner,neutral,neutral,31,1,6,22,1900-01-01 00:04:35.942,1900-01-01 00:04:38.110,2.168,8
326,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,neutral,31,2,6,22,1900-01-01 00:04:39.779,1900-01-01 00:04:43.865,4.086,9
327,"So umm, now do you have any of Matt Lauers clothes here? Maybe? Just ones that havent been cleaned yet?",Phoebe,neutral,neutral,31,3,6,22,1900-01-01 00:04:44.534,1900-01-01 00:04:50.372,5.838,20
330,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Phoebe,neutral,neutral,32,1,1,12,1900-01-01 00:11:01.202,1900-01-01 00:11:14.005,12.803,15
332,"Oh, boy scouts could have camped under there.",Phoebe,neutral,neutral,32,3,1,12,1900-01-01 00:11:19.595,1900-01-01 00:11:22.097,2.502,8
338,So what are you gonna do?,Chandler,surprise,negative,32,9,1,12,1900-01-01 00:11:34.652,1900-01-01 00:11:35.824,1.172,6
340,You have to tell her!,Ross,joy,positive,32,11,1,12,1900-01-01 00:11:36.779,1900-01-01 00:11:39.531,2.752,5
341,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",Ross,anger,negative,32,12,1,12,1900-01-01 00:11:36.779,1900-01-01 00:11:43.076,6.297,16
344,"Oh, yeah, you have to tell her.",Chandler,neutral,neutral,32,15,1,12,1900-01-01 00:11:43.244,1900-01-01 00:11:45.120,1.876,7
345,Feminist issue. That's where I went!,Joey,neutral,neutral,32,16,1,12,1900-01-01 00:11:45.287,1900-01-01 00:11:46.788,1.501,6
346,She is gonna hate me.,Phoebe,fear,negative,32,17,1,12,1900-01-01 00:11:48.833,1900-01-01 00:11:50.083,1.25,5
328,Will you marry me?,Chandler,fear,negative,33,0,6,24,1900-01-01 00:03:44.724,1900-01-01 00:03:49.102,4.378,4
329,Its the big night! We wanted to wish you good luck!,Joey,joy,positive,33,1,6,24,1900-01-01 00:04:01.741,1900-01-01 00:04:03.951,2.21,11
330,"Yeah, yeah you have the ring?",Ross,neutral,neutral,33,2,6,24,1900-01-01 00:04:04.118,1900-01-01 00:04:06.286,2.168,6
331,"Yeah, right here in my pocket.  Pheebs?",Chandler,neutral,neutral,33,3,6,24,1900-01-01 00:04:04.118,1900-01-01 00:04:13.085,8.967,7
333,"Okay, now will you guys get out of here? I want this is to be a surprise and shes gonna know.",Chandler,neutral,neutral,33,5,6,24,1900-01-01 00:04:15.713,1900-01-01 00:04:19.508,3.795,21
334,Yeah-yeah you guys. Get out of here!,Ross,neutral,neutral,33,6,6,24,1900-01-01 00:04:19.676,1900-01-01 00:04:22.302,2.626,7
337,"Oh, thank you!   Whats going on?",Monica,joy,positive,33,9,6,24,1900-01-01 00:04:37.402,1900-01-01 00:04:44.616,7.214,6
338,Were just reallyvery excited about this charity event that we have to go to.,Rachel,neutral,neutral,33,10,6,24,1900-01-01 00:04:39.570,1900-01-01 00:04:44.616,5.046,15
340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Rachel,neutral,neutral,34,1,5,23,1900-01-01 00:14:24.321,1900-01-01 00:14:28.992,4.671,12
341,"Now, I'm just letting you know that this is",Rachel,neutral,neutral,34,2,5,23,1900-01-01 00:14:29.201,1900-01-01 00:14:32.500,3.299,9
343,I'm sorry. I'm done. I'm done.,Rachel,neutral,neutral,34,4,5,23,1900-01-01 00:14:40.921,1900-01-01 00:14:42.922,2.001,6
344,"Y'know, last night was embarrassing for you too.",Ross,neutral,neutral,34,5,5,23,1900-01-01 00:14:43.132,1900-01-01 00:14:46.259,3.127,8
345,"No, not really. I mean you've seen me naked hundreds of times.",Rachel,neutral,neutral,34,6,5,23,1900-01-01 00:14:46.468,1900-01-01 00:14:48.386,1.918,12
347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",Rachel,neutral,neutral,34,8,5,23,1900-01-01 00:14:48.596,1900-01-01 00:14:51.389,2.793,13
348,What?! You totally get embarrassed!,Ross,surprise,positive,34,9,5,23,1900-01-01 00:14:51.599,1900-01-01 00:14:53.725,2.126,5
349,"No, I don't! Ross, I think I'm just a more secure person than you are.",Rachel,neutral,neutral,34,10,5,23,1900-01-01 00:14:53.934,1900-01-01 00:14:58.521,4.587,15
352,Hey lady! I don't care how much you want it! Okay?! I am,Ross,disgust,negative,34,13,5,23,1900-01-01 00:15:02.234,1900-01-01 00:15:06.029,3.795,13
353,I cant believe it!,Phoebe,surprise,positive,35,0,7,9,1900-01-01 00:21:24.783,1900-01-01 00:21:26.494,1.711,4
356,I never thought Id be able to do that!,Phoebe,joy,positive,35,3,7,9,1900-01-01 00:21:28.120,1900-01-01 00:21:30.342,2.222,9
358,"Oh hey, dont thank me, thank yourself. Youre the one who faced her fears and ultimately overcame them.",Ross,joy,positive,35,5,7,9,1900-01-01 00:21:31.456,1900-01-01 00:21:37.837,6.381,18
362,"Hey, both you guys should be up there with me.",Ross,neutral,neutral,36,0,4,22,1900-01-01 00:21:05.681,1900-01-01 00:21:08.724,3.043,10
363,"I mean, you two are-are my I mean, Im lucky to have just one good",Ross,neutral,neutral,36,1,4,22,1900-01-01 00:21:08.892,1900-01-01 00:21:15.356,6.464,15
365,I gotta go check something over here.,Joey,neutral,neutral,36,3,4,22,1900-01-01 00:21:20.821,1900-01-01 00:21:23.281,2.46,7
391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",Monica,neutral,neutral,37,0,7,19,1900-01-01 00:15:41.857,1900-01-01 00:15:46.694,4.837,17
392,Wow! This looks great!,Joey,joy,positive,37,1,7,19,1900-01-01 00:15:47.529,1900-01-01 00:15:48.905,1.376,4
393,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",Monica,joy,positive,37,2,7,19,1900-01-01 00:15:49.073,1900-01-01 00:15:53.910,4.837,15
395,You kissed another woman!,Monica,anger,negative,38,0,8,2,1900-01-01 00:20:20.844,1900-01-01 00:20:23.012,2.168,4
398,"Well, Im gonna go get these  in some water.",Ross,neutral,neutral,38,3,8,2,1900-01-01 00:20:32.522,1900-01-01 00:20:34.983,2.461,9
399,Wait you stole those from these peoples wedding?,Phoebe,surprise,negative,38,4,8,2,1900-01-01 00:20:34.983,1900-01-01 00:20:37.385,2.402,8
400,"No-no, I took them from the hotel lobby.",Ross,neutral,neutral,38,5,8,2,1900-01-01 00:20:37.611,1900-01-01 00:20:41.989,4.378,8
401,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",Ross,anger,negative,38,6,8,2,1900-01-01 00:20:37.611,1900-01-01 00:20:45.743,8.132,22
404,Ive been looking for this for like a month!,Ross,surprise,positive,38,9,8,2,1900-01-01 00:20:54.002,1900-01-01 00:20:57.004,3.002,9
407,Happy?! Is that what Im supposed to be Vic? Happy?,Kate,anger,negative,39,0,3,19,1900-01-01 00:11:00.868,1900-01-01 00:11:03.912,3.044,10
408,"Well, why dont you tell me what youre supposed to be!",Joey,anger,negative,39,1,3,19,1900-01-01 00:11:05.623,1900-01-01 00:11:07.515,1.892,11
410,Because I sure as hell cant figure it out!,Joey,anger,negative,39,3,3,19,1900-01-01 00:11:08.376,1900-01-01 00:11:10.835,2.459,9
411,I talk to you and nothin.,Joey,anger,negative,39,4,3,19,1900-01-01 00:11:11.003,1900-01-01 00:11:13.421,2.418,6
412,"You look at me, and its nothin.",Joey,anger,negative,39,5,3,19,1900-01-01 00:11:13.589,1900-01-01 00:11:15.258,1.669,7
414,"Tasty! Im really starting to feel like you guys have a history, its-its nice.",The Director,joy,positive,39,7,3,19,1900-01-01 00:11:23.057,1900-01-01 00:11:30.021,6.964,14
415,I have a question about this scene.,Kate,neutral,neutral,39,8,3,19,1900-01-01 00:11:30.189,1900-01-01 00:11:31.941,1.752,7
417,"Well, I dont understand why Adriennes attracted to Victor.",Kate,disgust,negative,39,10,3,19,1900-01-01 00:11:32.692,1900-01-01 00:11:37.112,4.42,9
418,"Peel the onion. First of all, hes good looking.",The Director,neutral,neutral,39,11,3,19,1900-01-01 00:11:37.279,1900-01-01 00:11:43.743,6.464,9
420,I think my characters gonna need a little bit more of reason than that.,Kate,neutral,neutral,39,13,3,19,1900-01-01 00:11:43.911,1900-01-01 00:11:46.955,3.044,14
421,"Oh, hey, how about this one.",Joey,neutral,neutral,39,14,3,19,1900-01-01 00:11:47.123,1900-01-01 00:11:50.375,3.252,6
422,"Ah, its says so in the script!",Joey,anger,negative,39,15,3,19,1900-01-01 00:11:47.123,1900-01-01 00:11:59.467,12.344,7
423,"Y'know ah, I-I dont know why my character likes you either, I mean it says in the script here that youre a bitch.",Joey,anger,negative,39,16,3,19,1900-01-01 00:11:53.295,1900-01-01 00:12:02.929,9.634,23
424,It doesnt say that in the script.,Kate,anger,negative,39,17,3,19,1900-01-01 00:12:00.177,1900-01-01 00:12:02.529,2.352,7
427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,anger,negative,40,1,8,4,1900-01-01 00:04:40.405,1900-01-01 00:04:43.532,3.127,14
428,Yknow who has a great video camera?,Chandler,neutral,neutral,40,2,8,4,1900-01-01 00:04:47.996,1900-01-01 00:04:50.008,2.012,7
430,Do you still wanna call em? I wanna call em.,Monica,neutral,neutral,40,4,8,4,1900-01-01 00:04:52.417,1900-01-01 00:04:54.879,2.462,10
432,Yeah! Ask them if they brought their friends any souvenirs!,Joey,joy,positive,40,6,8,4,1900-01-01 00:04:55.169,1900-01-01 00:04:57.421,2.252,10
433,Hello?  Eighth street deli?,Monica,neutral,neutral,40,7,8,4,1900-01-01 00:05:04.095,1900-01-01 00:05:06.471,2.376,4
434,"Hey, hang up! You get food poisoning just talkin to that place.",Joey,disgust,negative,40,8,8,4,1900-01-01 00:05:06.681,1900-01-01 00:05:10.726,4.045,12
435,"Uh sorry, wrong number.",Monica,fear,negative,40,9,8,4,1900-01-01 00:05:10.977,1900-01-01 00:05:12.187,1.21,4
437,Hello?   Its the deli again!,Monica,surprise,negative,40,11,8,4,1900-01-01 00:05:16.566,1900-01-01 00:05:19.609,3.043,5
438,All right! Ill have a sandwich!,Joey,joy,positive,40,12,8,4,1900-01-01 00:05:19.777,1900-01-01 00:05:21.945,2.168,6
439,I dont think this numbers right!,Monica,sadness,negative,40,13,8,4,1900-01-01 00:05:22.864,1900-01-01 00:05:24.448,1.584,6
441,"Gotta go. I miss you too, I love you, but it's getting real late now",Mr. Tribbiani,sadness,negative,41,0,1,13,1900-01-01 00:04:41.281,1900-01-01 00:04:49.162,7.881,15
442,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",Joey,surprise,negative,41,1,1,13,1900-01-01 00:04:45.493,1900-01-01 00:04:56.503,11.01,19
443,Her name's Ronni. She's a pet mortician.,Mr. Tribbiani,neutral,neutral,41,2,1,13,1900-01-01 00:05:05.680,1900-01-01 00:05:09.891,4.211,7
444,Sure. So how long you been...,Joey,neutral,neutral,41,3,1,13,1900-01-01 00:05:14.147,1900-01-01 00:05:18.358,4.211,6
445,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",Mr. Tribbiani,neutral,neutral,41,4,1,13,1900-01-01 00:05:20.486,1900-01-01 00:05:28.994,8.508,22
447,"No, it's only been six years.",Mr. Tribbiani,neutral,neutral,41,6,1,13,1900-01-01 00:05:26.076,1900-01-01 00:05:29.058,2.982,6
448,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,Mr. Tribbiani,neutral,neutral,41,7,1,13,1900-01-01 00:05:29.203,1900-01-01 00:05:34.333,5.13,22
450,Y'ever been in love?,Mr. Tribbiani,neutral,neutral,41,9,1,13,1900-01-01 00:05:37.462,1900-01-01 00:05:39.410,1.948,4
452,Then y'haven't. You're burning your tomatoes.,Mr. Tribbiani,neutral,neutral,41,11,1,13,1900-01-01 00:05:44.844,1900-01-01 00:05:47.514,2.67,6
454,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",Mr. Tribbiani,neutral,neutral,41,13,1,13,1900-01-01 00:05:50.433,1900-01-01 00:05:58.648,8.215,19
455,Oh man. Please tell me one of 'em is Ma.,Joey,disgust,negative,41,14,1,13,1900-01-01 00:05:55.605,1900-01-01 00:05:58.648,3.043,10
456,"Of course, course one of 'em's Ma. What's the matter with you.",Mr. Tribbiani,surprise,negative,41,15,1,13,1900-01-01 00:05:58.900,1900-01-01 00:06:01.818,2.918,12
457,"Everythings gonna be all right. Okay, Dick?",Chandler,neutral,neutral,42,0,3,23,1900-01-01 00:21:57.691,1900-01-01 00:22:03.237,5.546,7
458,"Hello, I am Guru Saj--Whoa!!  Thats supposed to be a duck right? Cause otherwise, this is waaay out of my league.",Guru Saj,surprise,negative,42,1,3,23,1900-01-01 00:22:05.907,1900-01-01 00:22:13.456,7.549,21
459,"Hey, Rach, how was work?",Monica,neutral,neutral,43,0,3,19,1900-01-01 00:21:33.917,1900-01-01 00:21:37.211,3.294,5
460,"Oh, great. Although I did sit down where there wasnt a chair.",Rachel,neutral,neutral,43,1,3,19,1900-01-01 00:21:35.752,1900-01-01 00:21:40.381,4.629,12
461,"By the way, Ross dropped by a box of your stuff.",Monica,neutral,neutral,43,2,3,19,1900-01-01 00:21:41.258,1900-01-01 00:21:43.718,2.46,11
462,"Oh, well, I guess I had that one coming.",Rachel,neutral,neutral,43,3,3,19,1900-01-01 00:21:43.927,1900-01-01 00:21:47.221,3.294,9
463,"Im just gonna throw it out, its probably just a bunch of shampoo and...",Rachel,neutral,neutral,43,4,3,19,1900-01-01 00:21:47.723,1900-01-01 00:21:51.392,3.669,14
466,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",Charlie,neutral,neutral,44,0,9,23,1900-01-01 00:18:57.761,1900-01-01 00:19:05.560,7.799,18
471,"Dude, I am sorry about what I said!",Joey,sadness,negative,45,0,4,18,1900-01-01 00:16:58.976,1900-01-01 00:17:01.936,2.96,8
472,"No, no, youre right, it is a ridiculous name!",Chandler,disgust,negative,45,1,4,18,1900-01-01 00:17:02.104,1900-01-01 00:17:05.106,3.002,9
473,Its not that bad.,Joey,neutral,neutral,45,2,4,18,1900-01-01 00:17:05.983,1900-01-01 00:17:08.609,2.626,4
474,"Yes it is! From now on, I have no first name.",Chandler,anger,negative,45,3,4,18,1900-01-01 00:17:09.361,1900-01-01 00:17:12.321,2.96,11
475,"So, youre just Bing?",Joey,neutral,neutral,45,4,4,18,1900-01-01 00:17:13.198,1900-01-01 00:17:16.451,3.253,4
476,Because we won our apartment back!,Monica,joy,positive,46,0,4,19,1900-01-01 00:12:41.177,1900-01-01 00:12:42.927,1.75,6
477,"What? Ace is high! Jack, queen, king, ace!",Joey,surprise,negative,46,1,4,19,1900-01-01 00:12:43.095,1900-01-01 00:12:46.264,3.169,8
478,"No! Ace is low! Ace, two, three, four!",Monica,anger,negative,46,2,4,19,1900-01-01 00:12:46.432,1900-01-01 00:12:49.184,2.752,8
479,I dont know. Ooh! Ooh! Look it!  Ah-ha!,Phoebe,surprise,positive,46,3,4,19,1900-01-01 00:12:56.942,1900-01-01 00:13:04.073,7.131,8
480,"All right, cut, lets pick again, pick again.",Rachel,neutral,neutral,46,4,4,19,1900-01-01 00:13:06.577,1900-01-01 00:13:08.259,1.682,8
